console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,log_sales
PS3,ROLE-PLAYING,Bethesda Softworks,4J Studios,9.3,3.12,1.69,0.14,0.86,0.44,1.415853163361435
PS3,ACTION,Capcom,Capcom,7.5,3.12,0.88,0.88,0.97,0.39,1.415853163361435
PS,RACING,Electronic Arts,EA Canada,7.5,3.12,2.14,,0.86,0.13,1.415853163361435
PS4,SHOOTER,Ubisoft,Ubisoft Paris,7.0,3.12,1.07,0.22,1.35,0.47,1.415853163361435
XONE,SHOOTER,Electronic Arts,Respawn Entertainment,7.5,3.11,1.88,0.04,0.91,0.28,1.413423028508143
X360,SPORTS,2K Sports,Visual Concepts,8.6,3.11,2.62,0.01,0.21,0.28,1.413423028508143
X360,ROLE-PLAYING,Electronic Arts,BioWare Edmonton,9.5,3.1,1.99,0.03,0.81,0.27,1.410986973710262
WII,ADVENTURE,Warner Bros. Interactive,Traveller's Tales,7.3,3.08,1.8,,0.98,0.29,1.4060969884160703
PS2,SPORTS,EA Sports,EA Sports,7.5,3.08,2.5,0.01,0.16,0.42,1.4060969884160703
X360,ACTION,THQ,Volition Inc.,7.9,3.07,1.98,0.02,0.79,0.28,1.4036429994545037
XONE,SHOOTER,Activision,Infinity Ward,7.5,3.07,1.92,,0.86,0.28,1.4036429994545037
PC,SIMULATION,Electronic Arts,Maxis,7.5,3.07,1.72,,1.21,0.14,1.4036429994545037
X360,SHOOTER,2K Games,Gearbox Software,7.5,3.06,1.89,0.04,0.88,0.26,1.4011829736136414
DS,ADVENTURE,Warner Bros. Interactive,Traveller's Tales,7.8,3.06,1.75,,1.02,0.29,1.4011829736136414
X360,PLATFORM,Activision,Luxoflux,7.5,3.05,1.91,,0.84,0.29,1.3987168811184478
PS4,ACTION,Konami Digital Entertainment,Kojima Productions,7.5,3.04,0.97,0.5,1.15,0.42,1.3962446919730587
X360,ROLE-PLAYING,Electronic Arts,BioWare,9.5,3.04,1.94,0.03,0.84,0.24,1.3962446919730587
PS,PLATFORM,Ubisoft,Ubisoft Montpellier,7.0,3.03,1.54,,1.33,0.16,1.3937663759585914
XB,ACTION,Ubisoft,Ubisoft,9.3,3.02,1.85,,1.04,0.13,1.3912819026309295
PS2,FIGHTING,THQ,Yuke's,8.4,3.0,1.57,,1.02,0.41,1.3862943611198906
PC,MISC,Electronic Arts,Maxis,7.5,2.99,1.67,,1.18,0.13,1.3837912309017721
PS2,SPORTS,Konami,Konami Computer Entertainment Tokyo,7.5,2.99,0.12,1.16,1.26,0.45,1.3837912309017721
X360,SHOOTER,Ubisoft,Ubisoft Montreal,7.5,2.98,1.38,0.02,1.33,0.25,1.3812818192963463
PS2,ACTION,Eidos Interactive,IO Interactive,7.5,2.96,1.36,0.04,1.15,0.41,1.3762440252663892
PS3,SHOOTER,Electronic Arts,EA Digital Illusions CE,8.9,2.96,1.33,0.08,1.11,0.44,1.3762440252663892
X360,FIGHTING,Capcom,Capcom / Dimps Corporation,9.3,2.95,1.83,0.15,0.7,0.26,1.3737155789130306
PS2,FIGHTING,THQ,Yuke's,7.5,2.94,1.45,0.04,1.11,0.33,1.3711807233098425
GBA,PUZZLE,Namco,Mass Media,7.5,2.94,2.07,0.05,0.77,0.05,1.3711807233098425
X360,SPORTS,EA Sports,EA Tiburon,8.0,2.93,2.53,,0.16,0.24,1.3686394258811698
PS4,SHOOTER,Bethesda Softworks,id Software,7.5,2.92,0.93,0.04,1.48,0.46,1.366091653802371
X360,SPORTS,EA Sports,EA Canada,6.9,2.91,0.8,,1.9,0.21,1.3635373739972745
X360,ROLE-PLAYING,Microsoft Game Studios,BioWare Edmonton,9.2,2.91,1.83,0.03,0.79,0.27,1.3635373739972745
PS3,FIGHTING,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.5,2.9,1.98,,0.54,0.38,1.3609765531356006
PS2,SHOOTER,Activision,Spark Unlimited,7.5,2.89,1.51,0.01,1.12,0.24,1.358409157630355
WII,SIMULATION,Majesco,Office Create,5.9,2.89,1.41,0.05,1.12,0.3,1.358409157630355
X360,SPORTS,Sega,Sumo Digital,6.9,2.89,1.75,,0.86,0.28,1.358409157630355
PS2,SPORTS,Sony Computer Entertainment,Clap Hanz,7.5,2.89,0.99,1.38,0.32,0.2,1.358409157630355
DS,SIMULATION,Ubisoft,Visual Impact,3.5,2.87,1.3,,1.26,0.31,1.3532545070416904
PS,RACING,Sony Computer Entertainment,Codemasters,7.9,2.87,0.09,0.12,2.43,0.22,1.3532545070416904
PS4,ACTION-ADVENTURE,2K Games,Hangar 13,6.9,2.87,0.72,0.04,1.67,0.44,1.3532545070416904
XB,ROLE-PLAYING,Bethesda Softworks,Bethesda Softworks,8.2,2.86,2.09,0.03,0.63,0.11,1.3506671834767394
PS3,ACTION,Ubisoft,Ubisoft Montreal,9.1,2.85,1.87,0.11,0.57,0.3,1.3480731482996928
X360,SPORTS,EA Sports,EA Tiburon,8.6,2.83,2.52,,0.09,0.22,1.3428648031925547
X360,SHOOTER,2K Games,2K Australia / 2K Boston,9.6,2.83,1.65,0.05,0.85,0.28,1.3428648031925547
PS2,FIGHTING,THQ,Yuke's,7.5,2.83,1.32,0.04,1.08,0.39,1.3428648031925547
WII,SPORTS,Majesco,"Pipeworks Software, Inc.",7.5,2.83,1.52,,1.05,0.26,1.3428648031925547
PS4,ROLE-PLAYING,Blizzard Entertainment,Blizzard Entertainment,7.5,2.82,0.83,0.08,1.48,0.44,1.3402504226184837
GBA,PLATFORM,THQ,Vicarious Visions,7.0,2.82,1.59,0.04,1.05,0.14,1.3402504226184837
PSN,RACING,Sony Computer Entertainment,Polyphony Digital,7.8,2.82,0.43,0.31,0.91,1.16,1.3402504226184837
PS3,SHOOTER,Electronic Arts,EA Los Angeles,6.7,2.82,1.28,0.07,1.04,0.43,1.3402504226184837
DS,SIMULATION,Ubisoft,Virtual Toys / Lexis Numerique,3.0,2.81,1.32,,1.19,0.3,1.3376291891386096
PS3,RACING,Electronic Arts,Criterion Games,8.9,2.81,1.05,0.03,1.24,0.49,1.3376291891386096
PS3,SHOOTER,Sony Computer Entertainment,Guerrilla Games,8.2,2.81,1.46,0.09,0.87,0.38,1.3376291891386096
PS2,SPORTS,EA Sports BIG,NuFX,7.5,2.79,2.19,,0.22,0.38,1.332366019094335
WII,ACTION,Activision,Toys for Bob,8.0,2.79,1.35,,1.15,0.3,1.332366019094335
PS2,FIGHTING,THQ,Yuke's,7.5,2.79,1.19,0.04,1.15,0.41,1.332366019094335
PS,FIGHTING,Midway Games,Avalanche Software,7.5,2.79,1.98,,0.7,0.11,1.332366019094335
PS,SPORTS,Sony Computer Entertainment,Camelot Software Planning,7.5,2.79,0.29,2.13,0.2,0.18,1.332366019094335
PS,PLATFORM,Sony Computer Entertainment,Traveller's Tales,3.6,2.79,1.96,,0.72,0.11,1.332366019094335
X360,ACTION,LucasArts,LucasArts,7.1,2.77,1.74,,0.78,0.26,1.3270750014599193
X360,ACTION,THQ,Volition Inc.,8.3,2.77,1.26,0.07,1.14,0.3,1.3270750014599193
PS2,SIMULATION,Electronic Arts,Edge of Reality,7.5,2.77,1.41,,1.12,0.24,1.3270750014599193
PC,SHOOTER,Electronic Arts,Dice,8.9,2.76,0.89,,1.44,0.43,1.324418957401803
PS3,RACING,Electronic Arts,Criterion Games,8.5,2.74,0.71,0.06,1.52,0.45,1.3190856114264407
PS4,ACTION-ADVENTURE,Ubisoft,Ubisoft Montreal,7.2,2.73,0.63,0.07,1.61,0.41,1.3164082336557241
X360,ADVENTURE,Rockstar Games,Team Bondi,9.1,2.73,1.55,0.02,0.92,0.24,1.3164082336557241
XONE,SHOOTER,Blizzard Entertainment,Blizzard Entertainment,8.7,2.72,1.63,,0.84,0.25,1.3137236682850553
PS4,RACING,Electronic Arts,Ghost Games,7.0,2.72,0.59,0.06,1.66,0.41,1.3137236682850553
XONE,SHOOTER,Ubisoft,Ubisoft Montreal,7.5,2.71,1.62,,0.84,0.25,1.3110318766193438
X360,SPORTS,EA Sports,EA Black Box,8.3,2.71,1.47,,0.99,0.25,1.3110318766193438
PS3,SPORTS,EA Sports,EA Tiburon,8.3,2.71,2.12,,0.24,0.36,1.3110318766193438
X360,SPORTS,EA Sports,EA Tiburon,7.8,2.7,2.43,,0.11,0.16,1.308332819650179
X360,SHOOTER,Activision,Treyarch,8.0,2.7,1.49,0.02,0.92,0.27,1.308332819650179
PS2,ACTION,LucasArts,Traveller's Tales,8.4,2.69,1.85,0.01,0.64,0.19,1.3056264580524357
X360,SPORTS,EA Sports,EA Tiburon,8.3,2.69,2.38,,0.12,0.19,1.3056264580524357
PS2,RACING,Electronic Arts,Criterion Games,9.3,2.68,1.23,,1.11,0.34,1.3029127521808397
GEN,FIGHTING,Arena Entertainment,Probe Entertainment Limited,7.5,2.67,1.95,,0.63,0.09,1.3001916620664788
PS,SHOOTER,Electronic Arts,DreamWorks Interactive,9.3,2.67,1.44,,1.09,0.14,1.3001916620664788
PS2,SHOOTER,Activision,Treyarch,8.5,2.67,1.48,0.01,0.92,0.26,1.3001916620664788
PS3,ROLE-PLAYING,Square Enix,Square Enix,8.3,2.66,0.78,0.89,0.75,0.23,1.297463147413275
PSP,SHOOTER,Electronic Arts,Team Fusion,6.7,2.66,0.86,0.01,1.11,0.67,1.297463147413275
X360,MISC,Activision,Neversoft Entertainment,8.6,2.66,1.78,,0.64,0.25,1.297463147413275
PS2,FIGHTING,THQ,Yuke's,7.5,2.66,1.32,0.04,1.29,,1.297463147413275
PS2,ACTION,Ubisoft,Ubisoft,7.5,2.65,1.15,,1.11,0.4,1.2947271675944
PS3,RACING,Electronic Arts,Slightly Mad Studios,8.2,2.65,0.69,0.04,1.4,0.52,1.2947271675944
DS,ACTION,Buena Vista,DC Studios,6.5,2.65,1.59,,0.8,0.26,1.2947271675944
X360,SHOOTER,Electronic Arts,EA Los Angeles,7.3,2.64,1.58,0.04,0.8,0.22,1.2919836816486494
X360,SPORTS,2K Sports,Visual Concepts,9.1,2.64,2.32,0.01,0.14,0.17,1.2919836816486494
PS2,RACING,Rockstar Games,Angel Studios,7.5,2.63,2.0,0.02,0.47,0.14,1.2892326482767593
PS4,SPORTS,2K Sports,Visual Concepts,7.5,2.63,1.69,0.03,0.44,0.47,1.2892326482767593
PS3,SPORTS,2K Sports,Visual Concepts,8.9,2.63,1.74,0.05,0.46,0.39,1.2892326482767593
X360,SPORTS,EA Sports,EA Canada,8.9,2.62,0.6,0.01,1.79,0.23,1.2864740258376797
PS2,SPORTS,Sega,Visual Concepts,7.5,2.62,2.15,,0.12,0.36,1.2864740258376797
PS4,SPORTS,EA Sports,EA Tiburon,8.2,2.62,1.73,,0.42,0.47,1.2864740258376797
PSP,PLATFORM,Sony Computer Entertainment,SCEE Cambridge,8.8,2.61,0.65,0.01,1.27,0.68,1.2837077723447896
PS2,ADVENTURE,Electronic Arts,Eurocom Entertainment Software,7.5,2.61,0.9,0.04,1.22,0.44,1.2837077723447896
X360,ADVENTURE,Rockstar Games,Rockstar North,9.0,2.6,1.08,0.03,1.22,0.27,1.2809338454620642
GEN,ACTION,Sega,Sega,7.5,2.6,1.86,0.11,0.55,0.08,1.2809338454620642
PS3,SPORTS,Electronic Arts,EA Canada,8.6,2.59,0.49,0.04,1.63,0.43,1.2781522025001875
PS2,SPORTS,EA Sports,EA Canada,7.5,2.59,2.03,,0.21,0.35,1.2781522025001875
XONE,SHOOTER,Ubisoft,Massive Entertainment,7.5,2.59,1.54,,0.82,0.24,1.2781522025001875
X360,ACTION,LucasArts,Traveller's Tales,7.5,2.59,1.53,,0.83,0.24,1.2781522025001875
PS2,FIGHTING,THQ,Yuke's,8.0,2.58,1.4,0.03,0.88,0.26,1.275362800412609
WII,MISC,Activision,Toys for Bob,7.5,2.58,1.49,,0.86,0.23,1.275362800412609
PS2,SPORTS,EA Sports,EA Tiburon,7.5,2.57,2.14,,0.08,0.35,1.2725655957915476
X360,SPORTS,2K Sports,Visual Concepts,7.5,2.57,2.11,0.0,0.19,0.27,1.2725655957915476
X360,ROLE-PLAYING,Electronic Arts,BioWare Edmonton,8.5,2.56,1.76,0.03,0.55,0.22,1.269760544863939
PS,SPORTS,Sony Computer Entertainment,Camelot Software Planning,7.5,2.56,0.26,2.13,0.17,,1.269760544863939
PS3,SPORTS,EA Sports,EA Canada,9.0,2.55,0.43,0.05,1.68,0.38,1.2669476034873244
X360,SPORTS,EA Sports,EA Tiburon,8.5,2.54,2.21,,0.12,0.2,1.264126727145683
PS2,RACING,Acclaim Entertainment,Hitmaker,8.2,2.52,1.13,0.06,1.12,0.22,1.2584609896100056
PS3,ACTION,Square Enix,Crystal Dynamics,8.9,2.51,0.6,0.08,1.45,0.38,1.2556160374777743
PS3,RACING,Rockstar Games,Rockstar San Diego,8.3,2.5,1.59,0.05,0.54,0.33,1.252762968495368
PS2,SPORTS,Konami,Konami,7.5,2.5,0.13,0.26,0.07,2.05,1.252762968495368
X360,ROLE-PLAYING,Activision,Raven Software,8.3,2.5,2.29,,0.02,0.19,1.252762968495368
XB,ACTION,Rockstar Games,Rockstar North,9.8,2.49,1.84,,0.56,0.09,1.2499017362143359
PS2,FIGHTING,Midway Games,Midway,8.2,2.49,1.81,,0.52,0.15,1.2499017362143359
WII,MISC,Midway Games,JGI Entertainment,2.6,2.49,1.47,,0.77,0.24,1.2499017362143359
PS4,SPORTS,2K Sports,Visual Concepts,7.5,2.49,1.49,0.01,0.55,0.44,1.2499017362143359
PS3,ACTION,THQ,Volition Inc.,8.3,2.48,0.86,0.18,1.06,0.37,1.247032293786383
PS,ACTION,Eidos Interactive,Core Design Ltd.,7.5,2.48,1.15,0.06,1.14,0.13,1.247032293786383
XONE,SPORTS,EA Sports,EA Tiburon,8.4,2.47,2.13,,0.08,0.26,1.244154593958768
X360,MISC,MTV Games,Harmonix Music Systems,9.1,2.47,1.93,,0.33,0.21,1.244154593958768
XONE,ACTION,Ubisoft,Ubisoft Montreal,7.5,2.47,1.34,,0.92,0.22,1.244154593958768
PSV,MISC,Sony Computer Entertainment America,4J Studios,7.5,2.47,0.22,1.25,0.73,0.27,1.244154593958768
X360,RACING,Disney Interactive Studios,Black Rock Studio,8.3,2.47,1.38,0.0,0.84,0.25,1.244154593958768
WII,ADVENTURE,Warner Bros. Interactive,Traveller's Tales,7.9,2.45,1.29,,0.94,0.22,1.2383742310432684
PS4,ACTION,Warner Bros. Interactive,Techland,7.5,2.45,1.18,0.13,0.74,0.4,1.2383742310432684
XONE,SPORTS,EA Sports,EA Tiburon,8.1,2.44,2.14,,0.04,0.26,1.235471471385307
PS,RACING,Sony Computer Entertainment,SingleTrac,8.7,2.44,2.12,,0.25,0.07,1.235471471385307
WII,MISC,THQ,"Pipeworks Software, Inc.",7.5,2.44,1.65,,0.58,0.21,1.235471471385307
PS2,SIMULATION,Electronic Arts,Maxis,7.5,2.43,1.07,,1.19,0.18,1.2325602611778486
X360,SHOOTER,Ubisoft,Ubisoft Montreal,8.2,2.42,1.56,0.02,0.61,0.23,1.2296405510745139
DC,PLATFORM,Sega,Sonic Team,8.9,2.42,1.26,0.46,0.61,0.08,1.2296405510745139
PSP,RACING,Electronic Arts,EA Black Box,7.4,2.42,0.87,,0.97,0.58,1.2296405510745139
X360,SHOOTER,Microsoft Studios,343 Industries,8.0,2.41,1.44,0.04,0.71,0.22,1.2267122912954254
X360,ACTION-ADVENTURE,Microsoft Studios,Frontier Developments,8.5,2.41,1.73,0.02,0.43,0.23,1.2267122912954254
PS2,RACING,Electronic Arts,EA Black Box,7.5,2.41,0.69,0.04,0.0,1.68,1.2267122912954254
PS3,SPORTS,Konami,Konami,6.0,2.41,0.29,0.54,1.18,0.41,1.2267122912954254
XONE,SPORTS,2K Sports,Visual Concepts,8.3,2.41,2.01,,0.15,0.25,1.2267122912954254
PS2,RACING,Sony Computer Entertainment,Rainbow Studios,8.4,2.41,2.07,,0.26,0.08,1.2267122912954254
XONE,RACING,Microsoft Studios,Turn 10 Studios,7.5,2.4,1.28,0.01,0.9,0.21,1.2237754316221157
PS3,ACTION-ADVENTURE,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,7.5,2.4,1.08,0.04,0.88,0.4,1.2237754316221157
X360,RACING,Rockstar Games,Rockstar San Diego,8.0,2.4,1.72,0.01,0.45,0.22,1.2237754316221157
PS,PUZZLE,Jaleco,Atlus Co.,7.5,2.4,2.1,,0.24,0.07,1.2237754316221157
PS3,SPORTS,EA Sports,EA Tiburon,8.4,2.4,2.05,,0.15,0.2,1.2237754316221157
PC,STRATEGY,Electronic Arts,Bullfrog Productions,5.5,2.4,2.3,,0.1,,1.2237754316221157
X360,SPORTS,Majesco,"Pipeworks Software, Inc.",7.5,2.39,1.74,,0.45,0.2,1.220829921392359
GBA,ADVENTURE,Konami,Konami,6.7,2.39,2.15,,0.18,0.07,1.220829921392359
PC,MISC,Hasbro Interactive,Unknown,7.5,2.39,1.49,,0.81,0.1,1.220829921392359
GEN,FIGHTING,Acclaim Entertainment,Probe Entertainment Limited,7.5,2.39,1.78,,0.53,0.08,1.220829921392359
X360,ACTION,Deep Silver,Techland,7.0,2.38,1.48,,0.7,0.21,1.2178757094949273
N64,FIGHTING,THQ,Aki Corp.,7.5,2.38,1.94,0.03,0.39,0.02,1.2178757094949273
PS2,ACTION,THQ,Heavy Iron Studios,5.9,2.37,0.96,0.04,1.08,0.3,1.2149127443642704
PS3,SPORTS,EA Sports,EA Tiburon,8.5,2.37,2.03,,0.13,0.21,1.2149127443642704
X360,SPORTS,EA Sports,EA Tiburon,8.7,2.37,2.18,,0.01,0.18,1.2149127443642704
PS2,SPORTS,Activision,Neversoft Entertainment,7.5,2.37,1.25,0.01,0.86,0.26,1.2149127443642704
PS3,MISC,Sega,Backbone Entertainment,8.1,2.36,1.39,,0.64,0.33,1.2119409739751128
XONE,SHOOTER,Activision,Bungie,7.5,2.35,1.66,,0.47,0.23,1.208960345836975
WII,ADVENTURE,LucasArts,Traveller's Tales,7.8,2.35,1.51,,0.62,0.22,1.208960345836975
X360,ACTION,Warner Bros. Interactive Entertainment,Traveller's Tales,7.5,2.34,1.26,,0.87,0.21,1.205970806988609
PS2,FIGHTING,THQ,Yuke's Media Creations,7.5,2.34,0.92,0.01,0.0,1.41,1.205970806988609
PS4,ROLE-PLAYING,Electronic Arts,BioWare Edmonton,8.6,2.34,1.07,0.08,0.8,0.38,1.205970806988609
X360,SPORTS,Microsoft Studios,Rare Ltd.,6.6,2.33,1.38,0.02,0.72,0.21,1.2029723039923526
X360,SPORTS,EA Sports,EA Tiburon,7.8,2.33,2.02,,0.07,0.25,1.2029723039923526
PS,ACTION,Take-Two Interactive,DMA Design,6.0,2.32,0.79,0.04,1.35,0.14,1.199964782928397
WII,SPORTS,Ubisoft,Ubisoft,7.1,2.32,1.18,,0.9,0.24,1.199964782928397
XONE,ACTION,Ubisoft,Ubisoft Montreal,8.3,2.32,1.51,,0.59,0.22,1.199964782928397
PS,SPORTS,989 Studios,Idol Minds Digital Entertainment,7.5,2.31,1.65,0.1,0.46,0.1,1.1969481893889715
PS,RACING,Electronic Arts,EA Canada,7.5,2.31,1.58,,0.64,0.09,1.1969481893889715
X360,SIMULATION,Electronic Arts,The Sims Studio,8.0,2.31,1.28,0.0,0.82,0.2,1.1969481893889715
PS3,ACTION,LucasArts,Traveller's Tales,8.0,2.31,1.02,,0.93,0.36,1.1969481893889715
PS2,SHOOTER,Electronic Arts,EA Redwood Shores,7.5,2.31,0.85,0.09,1.06,0.32,1.1969481893889715
PS3,ACTION,Deep Silver,Techland,6.7,2.29,1.08,0.15,0.74,0.32,1.1908875647772805
PC,ADVENTURE,Eidos Interactive,Core Design Ltd.,8.2,2.29,0.91,,1.25,0.13,1.1908875647772805
DS,ADVENTURE,Warner Bros. Interactive,Traveller's Tales,8.0,2.29,1.07,,1.0,0.22,1.1908875647772805
PS3,SPORTS,Konami,Konami,7.0,2.28,0.3,0.46,1.27,0.26,1.1878434223960523
XB,RACING,Electronic Arts,EA Black Box,8.0,2.28,1.38,,0.8,0.1,1.1878434223960523
PS2,SPORTS,Electronic Arts,EA Canada,7.5,2.28,0.38,0.01,0.07,1.82,1.1878434223960523
PS3,SPORTS,EA Sports,EA Tiburon,7.8,2.27,1.93,,0.15,0.18,1.184789984909162
PS2,SHOOTER,LucasArts,Pandemic Studios,7.5,2.27,2.18,,0.07,0.02,1.184789984909162
PS3,SHOOTER,2K Games,Gearbox Software,7.5,2.27,1.06,0.1,0.75,0.36,1.184789984909162
PS4,ACTION-ADVENTURE,Hello Games,Hello Games,6.8,2.26,0.89,0.04,0.97,0.37,1.1817271953786161
PS4,SPORTS,EA Sports,EA Tiburon,7.5,2.25,1.58,,0.25,0.41,1.1786549963416462
PS3,MISC,RedOctane,Neversoft,8.2,2.25,1.4,0.02,0.53,0.3,1.1786549963416462
WII,MISC,Ubisoft,Ubisoft Paris,7.5,2.25,1.52,,0.54,0.19,1.1786549963416462
PS,SPORTS,Sony Computer Entertainment,UEP Systems,7.5,2.25,1.52,0.2,0.46,0.08,1.1786549963416462
GBA,PLATFORM,Sega,Dimps Corporation / Sonic Team,7.5,2.24,1.19,0.22,0.71,0.13,1.1755733298042381
WII,SHOOTER,Activision,EXAKT Entertainment,6.8,2.24,1.17,,0.84,0.23,1.1755733298042381
PS2,SIMULATION,Konami,Konami Computer Entertainment Tokyo,7.5,2.23,1.09,,0.85,0.28,1.172482137234565
NES,ACTION,Ultra Games,Konami,7.5,2.23,1.74,0.21,0.25,0.03,1.172482137234565
GBA,PLATFORM,Vivendi Games,Digital Eclipse,7.5,2.23,1.29,,0.83,0.11,1.172482137234565
PS2,ADVENTURE,Ubisoft,Ubisoft Montreal,9.0,2.22,0.88,,1.03,0.31,1.169381359556317
XONE,SPORTS,Electronic Arts,EA Sports,7.5,2.22,0.56,,1.5,0.16,1.169381359556317
PS4,SHOOTER,Electronic Arts,EA DICE,7.5,2.22,0.8,0.16,0.93,0.34,1.169381359556317
PS3,ACTION,LucasArts,LucasArts,6.8,2.22,1.01,,0.86,0.35,1.169381359556317
PS3,SPORTS,2K Sports,Visual Concepts,7.5,2.22,1.45,0.04,0.34,0.39,1.169381359556317
X360,MISC,RedOctane,Harmonix Music Systems,9.2,2.21,2.01,,0.02,0.17,1.1662709371419244
PS4,SPORTS,EA Sports,EA Tiburon,7.5,2.21,1.63,,0.18,0.41,1.1662709371419244
X360,MISC,MTV Games,Harmonix Music Systems,9.2,2.2,1.78,,0.24,0.18,1.1631508098056809
DS,ADVENTURE,LucasArts,Traveller's Tales,7.5,2.2,1.4,,0.6,0.21,1.1631508098056809
X360,RACING,Electronic Arts,Criterion Games,8.8,2.2,1.03,0.0,0.96,0.21,1.1631508098056809
X360,SHOOTER,2K Games,2K Marin,8.6,2.2,1.45,0.02,0.54,0.2,1.1631508098056809
NES,SPORTS,Tengen,Namco,7.5,2.2,0.15,2.05,,,1.1631508098056809
DS,PUZZLE,Disney Interactive Studios,Artificial Mind and Movement,7.3,2.2,1.06,,0.9,0.23,1.1631508098056809
XONE,SPORTS,EA Sports,EA Canada,7.9,2.19,0.64,,1.39,0.16,1.1600209167967532
WII,PLATFORM,Activision,Beenox,7.5,2.19,1.23,,0.77,0.19,1.1600209167967532
PS3,SPORTS,Konami,Konami,7.5,2.19,0.34,0.55,0.97,0.32,1.1600209167967532
XB,ROLE-PLAYING,LucasArts,BioWare Corp.,9.4,2.19,1.68,,0.44,0.08,1.1600209167967532
X360,ROLE-PLAYING,Square Enix,Square Enix,8.1,2.19,1.3,0.01,0.67,0.21,1.1600209167967532
PS4,SHOOTER,Activision,Bungie,7.5,2.18,0.97,0.05,0.8,0.36,1.1568811967920856
PS4,RACING,Electronic Arts,Ghost Games,5.8,2.18,0.62,0.04,1.18,0.34,1.1568811967920856
PS2,RACING,Sony Computer Entertainment,Rainbow Studios,8.7,2.18,1.92,,0.2,0.06,1.1568811967920856
PS4,RACING,Electronic Arts,Ghost Games,7.5,2.17,0.75,0.03,1.04,0.35,1.1537315878891892
XONE,SHOOTER,Microsoft Studios,PUBG Corporation,7.5,2.17,1.29,,0.69,0.2,1.1537315878891892
PS4,PLATFORM,Activision,Toys for Bob,7.5,2.17,0.75,,1.07,0.35,1.1537315878891892
WII,SPORTS,Ubisoft,Ubisoft,6.0,2.16,1.5,,0.46,0.19,1.1505720275988207
PC,SIMULATION,Maxis,Maxis,7.5,2.16,1.23,,0.83,0.1,1.1505720275988207
PS4,MISC,Sony Interactive Entertainment,SIE London Studio,7.5,2.16,0.36,0.09,1.4,0.32,1.1505720275988207
PS,SHOOTER,989 Studios,Eidetic,7.5,2.15,1.5,0.02,0.55,0.08,1.1474024528375417
PS4,SHOOTER,Electronic Arts,EA DICE,7.5,2.15,0.72,0.14,0.97,0.33,1.1474024528375417
PSP,SHOOTER,Activision,Amaze Entertainment,6.1,2.14,0.52,,1.03,0.59,1.144222799920162
PC,SIMULATION,Maxis,Maxis,8.0,2.14,1.2,,0.84,0.1,1.144222799920162
PS3,SPORTS,2K Sports,Visual Concepts,9.0,2.13,1.62,0.05,0.27,0.18,1.1410330045520618
PS2,SIMULATION,Konami,Konami Computer Entertainment Tokyo,7.5,2.13,1.04,,0.81,0.27,1.1410330045520618
2600,SHOOTER,Imagic,Imagic,7.5,2.13,1.99,,0.12,0.02,1.1410330045520618
PS3,SHOOTER,2K Games,Gearbox Software,8.2,2.12,1.22,,0.61,0.29,1.1378330018213911
X360,FIGHTING,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.6,2.12,1.64,,0.31,0.17,1.1378330018213911
N64,SPORTS,Activision,Edge of Reality,9.3,2.11,1.68,,0.4,0.03,1.1346227261911428
PS2,RACING,Electronic Arts,EA Seattle,8.7,2.11,1.68,0.02,0.31,0.09,1.1346227261911428
PS3,SPORTS,Konami,Konami,7.7,2.11,0.11,0.4,1.34,0.26,1.1346227261911428
X360,SPORTS,2K Sports,Visual Concepts,8.8,2.11,1.86,0.01,0.12,0.13,1.1346227261911428
PS2,PLATFORM,THQ,Heavy Iron Studios,7.5,2.1,1.17,,0.72,0.22,1.1314021114911006
XONE,SHOOTER,Electronic Arts,EA DICE,7.5,2.09,1.26,,0.65,0.19,1.128171090909654
PS2,ACTION,THQ,Traveller's Tales,7.5,2.09,1.26,0.05,0.6,0.18,1.128171090909654
X360,SPORTS,EA Sports,EA Tiburon,7.5,2.09,1.8,,0.06,0.22,1.128171090909654
PS3,ADVENTURE,Rockstar Games,Rockstar North,9.0,2.09,0.62,0.13,0.99,0.34,1.128171090909654
PSP,RACING,Electronic Arts,EA Black Box,7.4,2.09,1.77,0.02,0.13,0.17,1.128171090909654
WII,MUSIC,Ubisoft,Ubisoft Paris,7.5,2.09,1.0,,0.91,0.18,1.128171090909654
PS2,PUZZLE,THQ,Blue Planet Software,7.5,2.08,1.11,,0.71,0.27,1.1249295969854831
PSP,ACTION,Konami,Kojima Productions,8.6,2.08,0.46,0.96,0.42,0.25,1.1249295969854831
WII,MISC,MTV Games,Harmonix Music Systems,8.2,2.08,1.33,,0.56,0.2,1.1249295969854831
PC,STRATEGY,Electronic Arts,Bullfrog Productions,8.1,2.08,2.04,,0.04,,1.1249295969854831
WII,MISC,Activision,Endemol,7.5,2.08,1.94,,,0.14,1.1249295969854831
X360,SHOOTER,Valve,Valve Software,9.6,2.08,1.41,0.01,0.49,0.17,1.1249295969854831
X360,FIGHTING,THQ,Yuke's Osaka,8.4,2.07,1.48,0.0,0.39,0.19,1.1216775615991057
PS,SHOOTER,Gotham Games,Big Grub,7.5,2.07,1.54,,0.46,0.08,1.1216775615991057
WII,SIMULATION,Konami,Bemani,7.5,2.07,1.35,,0.53,0.19,1.1216775615991057
